Idade,Atrito,Viagens de negócios,Taxa Diária,Departamento,Distância de casa,Educação,Campo de Educação,Contagem de funcionários,Número do funcionário,Satisfação Ambiental,Gênero,Taxa horária,Envolvimento no Trabalho,Nível do trabalho,Função do Trabalho,Satisfação no Trabalho,Estado civil,Renda Mensal,Taxa Mensal,NumCompaniesWorked,Maiores de 18 anos,Ao longo do tempo,PorcentagemSalárioCaminhada,Classificação de desempenho,RelacionamentoSatisfação,Horas Padrão,Nível de opção de estoque,Total de anos de trabalho,Tempos de treinamentoÚltimo ano,WorkLifeBalance,AnosNaEmpresa,Anos na função atual,AnosDesdeÚltimaPromoção,AnosComCurrManager
32,Não,Viajar_Raramente,1062,Pesquisa e Desenvolvimento,2,3,Médico,1,471,3,Fêmea,75,3,1,Técnico de Laboratório,2,Casado,2370,3956,1,S,Não,13,3,3,80,1,8,4,3,8,0,0,7
48,Não,Viajar_Raramente,530,Vendas,29,1,Médico,1,473,1,Fêmea,91,3,3,Gerente,3,Casado,12504,23978,3,S,Não,21,4,2,80,1,15,3,1,0,0,0,0
37,Não,Viajar_Raramente,1319,Pesquisa e Desenvolvimento,6,3,Médico,1,474,3,Macho,51,4,2,Cientista Pesquisador,1,Divorciado,5974,17001,4,S,Sim,13,3,1,80,2,13,2,3,7,7,6,7
30,Não,Não viagem,641,Vendas,25,2,Grau Técnico,1,475,4,Fêmea,85,3,2,Executivo de vendas,3,Casado,4736,6069,7,S,Sim,12,3,2,80,1,4,2,4,2,2,2,2
26,Não,Viajar_Raramente,933,Vendas,1,3,Ciências da Vida,1,476,3,Macho,57,3,2,Executivo de vendas,3,Casado,5296,20156,1,S,Não,17,3,2,80,1,8,3,3,8,7,7,7
42,Não,Viajar_Raramente,1332,Pesquisa e Desenvolvimento,2,4,Outro,1,477,1,Macho,98,2,2,Representante de saúde,4,Solteiro,6781,17078,3,S,Não,23,4,2,80,0,14,6,3,1,0,0,0
21,Sim,Viajar_Frequentemente,756,Vendas,1,1,Grau Técnico,1,478,1,Fêmea,99,2,1,Representante de vendas,2,Solteiro,2174,9150,1,S,Sim,11,3,3,80,0,3,3,3,3,2,1,2
36,Não,Não viagem,845,Vendas,1,5,Médico,1,479,4,Fêmea,45,3,2,Executivo de vendas,4,Solteiro,6653,15276,4,S,Não,15,3,2,80,0,7,6,3,1,0,0,0
36,Não,Viajar_Frequentemente,541,Vendas,3,4,Médico,1,481,1,Macho,48,2,3,Executivo de vendas,4,Casado,9699,7246,4,S,Não,11,3,1,80,1,16,2,3,13,9,1,12
57,Não,Viajar_Raramente,593,Pesquisa e Desenvolvimento,1,4,Médico,1,482,4,Macho,88,3,2,Representante de saúde,3,Casado,6755,2967,2,S,Não,11,3,3,80,0,15,2,3,3,2,1,2
40,Não,Viajar_Raramente,1171,Pesquisa e Desenvolvimento,10,4,Ciências da Vida,1,483,4,Fêmea,46,4,1,Técnico de Laboratório,3,Casado,2213,22495,3,S,Sim,13,3,3,80,1,10,3,3,7,7,1,7
21,Não,Não viagem,895,Vendas,9,2,Médico,1,484,1,Macho,39,3,1,Representante de vendas,4,Solteiro,2610,2851,1,S,Não,24,4,3,80,0,3,3,2,3,2,2,2
33,Sim,Viajar_Raramente,350,Vendas,5,3,Marketing,1,485,4,Fêmea,34,3,1,Representante de vendas,3,Solteiro,2851,9150,1,S,Sim,13,3,2,80,0,1,2,3,1,0,0,0
37,Não,Viajar_Raramente,921,Pesquisa e Desenvolvimento,10,3,Médico,1,486,3,Fêmea,98,3,1,Técnico de Laboratório,1,Casado,3452,17663,6,S,Não,20,4,2,80,1,17,3,3,5,4,0,3
46,Não,Não viagem,1144,Pesquisa e Desenvolvimento,7,4,Médico,1,487,3,Fêmea,30,3,2,Diretor de Manufatura,3,Casado,5258,16044,2,S,Não,14,3,3,80,0,7,2,4,1,0,0,0
41,Sim,Viajar_Frequentemente,143,Vendas,4,3,Marketing,1,488,1,Macho,56,3,2,Executivo de vendas,2,Solteiro,9355,9558,1,S,Não,18,3,3,80,0,8,5,3,8,7,7,7
50,Não,Viajar_Raramente,1046,Pesquisa e Desenvolvimento,10,3,Grau Técnico,1,491,4,Macho,100,2,3,Representante de saúde,4,Solteiro,10496,2755,6,S,Não,15,3,4,80,0,20,2,3,4,3,1,3
40,Sim,Viajar_Raramente,575,Vendas,22,2,Marketing,1,492,3,Macho,68,2,2,Executivo de vendas,3,Casado,6380,6110,2,S,Sim,12,3,1,80,2,8,6,3,6,4,1,0
31,Não,Viajar_Raramente,408,Pesquisa e Desenvolvimento,9,4,Ciências da Vida,1,493,3,Macho,42,2,1,Cientista Pesquisador,2,Solteiro,2657,7551,0,S,Sim,16,3,4,80,0,3,5,3,2,2,2,2
21,Sim,Viajar_Raramente,156,Vendas,12,3,Ciências da Vida,1,494,3,Fêmea,90,4,1,Representante de vendas,2,Solteiro,2716,25422,1,S,Não,15,3,4,80,0,1,0,3,1,0,0,0
29,Não,Viajar_Raramente,1283,Pesquisa e Desenvolvimento,23,3,Ciências da Vida,1,495,4,Macho,54,3,1,Cientista Pesquisador,4,Solteiro,2201,18168,9,S,Não,16,3,4,80,0,6,4,3,3,2,1,2
35,Não,Viajar_Raramente,755,Pesquisa e Desenvolvimento,9,4,Ciências da Vida,1,496,3,Macho,97,2,2,Representante de saúde,2,Solteiro,6540,19394,9,S,Não,19,3,3,80,0,10,5,3,1,1,0,0
27,Não,Viajar_Raramente,1469,Pesquisa e Desenvolvimento,1,2,Médico,1,497,4,Macho,82,3,1,Técnico de Laboratório,2,Divorciado,3816,17881,1,S,Não,11,3,2,80,1,5,2,3,5,2,0,4
28,Não,Viajar_Raramente,304,Vendas,9,4,Ciências da Vida,1,498,2,Macho,92,3,2,Executivo de vendas,4,Solteiro,5253,20750,1,S,Não,16,3,4,80,0,7,1,3,7,5,0,7
49,Não,Viajar_Raramente,1261,Pesquisa e Desenvolvimento,7,3,Outro,1,499,2,Macho,31,2,3,Representante de saúde,3,Solteiro,10965,12066,8,S,Não,24,4,3,80,0,26,2,3,5,2,0,0
51,Não,Viajar_Raramente,1178,Vendas,14,2,Ciências da Vida,1,500,3,Fêmea,87,3,2,Executivo de vendas,4,Casado,4936,14862,4,S,Não,11,3,3,80,1,18,2,2,7,7,0,7
36,Não,Viajar_Raramente,329,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,501,4,Fêmea,96,3,1,Cientista Pesquisador,3,Casado,2543,11868,4,S,Não,13,3,2,80,1,6,3,3,2,2,2,2
34,Sim,Não viagem,1362,Vendas,19,3,Marketing,1,502,1,Macho,67,4,2,Executivo de vendas,4,Solteiro,5304,4652,8,S,Sim,13,3,2,80,0,9,3,2,5,2,0,4
55,Não,Viajar_Raramente,1311,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,505,3,Fêmea,97,3,4,Gerente,4,Solteiro,16659,23258,2,S,Sim,13,3,3,80,0,30,2,3,5,4,1,2
24,Não,Viajar_Raramente,1371,Vendas,10,4,Marketing,1,507,4,Fêmea,77,3,2,Executivo de vendas,3,Divorciado,4260,5915,1,S,Sim,12,3,4,80,1,5,2,4,5,2,0,3
30,Não,Viajar_Raramente,202,Vendas,2,1,Grau Técnico,1,508,3,Macho,72,3,1,Representante de vendas,2,Casado,2476,17434,1,S,Não,18,3,1,80,1,1,3,3,1,0,0,0
26,Sim,Viajar_Frequentemente,575,Pesquisa e Desenvolvimento,3,1,Grau Técnico,1,510,3,Macho,73,3,1,Cientista Pesquisador,1,Solteiro,3102,6582,0,S,Não,22,4,3,80,0,7,2,3,6,4,0,4
22,Não,Viajar_Raramente,253,Pesquisa e Desenvolvimento,11,3,Médico,1,511,1,Fêmea,43,3,1,Cientista Pesquisador,2,Casado,2244,24440,1,S,Não,13,3,4,80,1,2,1,3,2,1,1,2
36,Não,Viajar_Raramente,164,Vendas,2,2,Médico,1,513,2,Macho,61,2,3,Executivo de vendas,3,Casado,7596,3809,1,S,Não,13,3,2,80,2,10,2,3,10,9,9,0
30,Sim,Viajar_Frequentemente,464,Pesquisa e Desenvolvimento,4,3,Grau Técnico,1,514,3,Macho,40,3,1,Cientista Pesquisador,4,Solteiro,2285,3427,9,S,Sim,23,4,3,80,0,3,4,3,1,0,0,0
37,Não,Viajar_Raramente,1107,Pesquisa e Desenvolvimento,14,3,Ciências da Vida,1,515,4,Fêmea,95,3,1,Técnico de Laboratório,1,Divorciado,3034,26914,1,S,Não,12,3,3,80,1,18,2,2,18,7,12,17
40,Não,Viajar_Raramente,759,Vendas,2,2,Marketing,1,516,4,Fêmea,46,3,2,Executivo de vendas,2,Divorciado,5715,22553,7,S,Não,12,3,3,80,2,8,5,3,5,4,1,3
42,Não,Viajar_Raramente,201,Pesquisa e Desenvolvimento,1,4,Ciências da Vida,1,517,2,Fêmea,95,3,1,Técnico de Laboratório,1,Divorciado,2576,20490,3,S,Não,16,3,2,80,1,8,5,3,5,2,1,2
37,Não,Viajar_Raramente,1305,Pesquisa e Desenvolvimento,10,4,Ciências da Vida,1,518,3,Macho,49,3,2,Diretor de Manufatura,2,Solteiro,4197,21123,2,S,Sim,12,3,4,80,0,18,2,2,1,0,0,1
43,Não,Viajar_Raramente,982,Pesquisa e Desenvolvimento,12,3,Ciências da Vida,1,520,1,Macho,59,2,4,Diretor de Pesquisa,2,Divorciado,14336,4345,1,S,Não,11,3,3,80,1,25,3,3,25,10,3,9
40,Não,Viajar_Raramente,555,Pesquisa e Desenvolvimento,2,3,Médico,1,521,2,Fêmea,78,2,2,Técnico de Laboratório,3,Casado,3448,13436,6,S,Não,22,4,2,80,1,20,3,3,1,0,0,0
54,Não,Viajar_Raramente,821,Pesquisa e Desenvolvimento,5,2,Médico,1,522,1,Macho,86,3,5,Diretor de Pesquisa,1,Casado,19406,8509,4,S,Não,11,3,3,80,1,24,4,2,4,2,1,2
34,Não,Não viagem,1381,Vendas,4,4,Marketing,1,523,3,Fêmea,72,3,2,Executivo de vendas,3,Casado,6538,12740,9,S,Não,15,3,1,80,1,6,3,3,3,2,1,2
31,Não,Viajar_Raramente,480,Pesquisa e Desenvolvimento,7,2,Médico,1,524,2,Fêmea,31,3,2,Diretor de Manufatura,1,Casado,4306,4156,1,S,Não,12,3,2,80,1,13,5,1,13,10,3,12
43,Não,Viajar_Frequentemente,313,Pesquisa e Desenvolvimento,21,3,Médico,1,525,4,Macho,61,3,1,Técnico de Laboratório,4,Casado,2258,15238,7,S,Não,20,4,1,80,1,8,1,3,3,2,1,2
43,Não,Viajar_Raramente,1473,Pesquisa e Desenvolvimento,8,4,Outro,1,526,3,Fêmea,74,3,2,Representante de saúde,3,Divorciado,4522,2227,4,S,Sim,14,3,4,80,0,8,3,3,5,2,0,2
25,Não,Viajar_Raramente,891,Vendas,4,2,Ciências da Vida,1,527,2,Fêmea,99,2,2,Executivo de vendas,4,Solteiro,4487,12090,1,S,Sim,11,3,2,80,0,5,3,3,5,4,1,3
37,Não,Não viagem,1063,Pesquisa e Desenvolvimento,25,5,Médico,1,529,2,Fêmea,72,3,2,Cientista Pesquisador,3,Casado,4449,23866,3,S,Sim,15,3,1,80,2,15,2,3,13,11,10,7
31,Não,Viajar_Raramente,329,Pesquisa e Desenvolvimento,1,2,Ciências da Vida,1,530,4,Macho,98,2,1,Técnico de Laboratório,1,Casado,2218,16193,1,S,Não,12,3,3,80,1,4,3,3,4,2,3,2
39,Não,Viajar_Frequentemente,1218,Pesquisa e Desenvolvimento,1,1,Ciências da Vida,1,531,2,Macho,52,3,5,Gerente,3,Divorciado,19197,8213,1,S,Sim,14,3,3,80,1,21,3,3,21,8,1,6
56,Não,Viajar_Frequentemente,906,Vendas,6,3,Ciências da Vida,1,532,3,Fêmea,86,4,4,Executivo de vendas,1,Casado,13212,18256,9,S,Não,11,3,4,80,3,36,0,2,7,7,7,7
30,Não,Viajar_Raramente,1082,Vendas,12,3,Grau Técnico,1,533,2,Fêmea,83,3,2,Executivo de vendas,3,Solteiro,6577,19558,0,S,Não,11,3,2,80,0,6,6,3,5,4,4,4
41,Não,Viajar_Raramente,645,Vendas,1,3,Marketing,1,534,2,Macho,49,4,3,Executivo de vendas,1,Casado,8392,19566,1,S,Não,16,3,3,80,1,10,2,3,10,7,0,7
28,Não,Viajar_Raramente,1300,Pesquisa e Desenvolvimento,17,2,Médico,1,536,3,Macho,79,3,2,Técnico de Laboratório,1,Divorciado,4558,13535,1,S,Não,12,3,4,80,1,10,2,3,10,0,1,8
25,Sim,Viajar_Raramente,688,Pesquisa e Desenvolvimento,3,3,Médico,1,538,1,Macho,91,3,1,Técnico de Laboratório,1,Casado,4031,9396,5,S,Não,13,3,3,80,1,6,5,3,2,2,0,2
52,Não,Viajar_Raramente,319,Pesquisa e Desenvolvimento,3,3,Médico,1,543,4,Macho,39,2,3,Diretor de Manufatura,3,Casado,7969,19609,2,S,Sim,14,3,3,80,0,28,4,3,5,4,0,4
45,Não,Viajar_Raramente,192,Pesquisa e Desenvolvimento,10,2,Ciências da Vida,1,544,1,Macho,69,3,1,Cientista Pesquisador,4,Casado,2654,9655,3,S,Não,21,4,4,80,2,8,3,2,2,2,0,2
52,Não,Viajar_Raramente,1490,Pesquisa e Desenvolvimento,4,2,Ciências da Vida,1,546,4,Fêmea,30,3,4,Gerente,4,Casado,16555,10310,2,S,Não,13,3,4,80,0,31,2,1,5,2,1,4
42,Não,Viajar_Frequentemente,532,Pesquisa e Desenvolvimento,29,2,Ciências da Vida,1,547,1,Fêmea,92,3,2,Cientista Pesquisador,3,Divorciado,4556,12932,2,S,Não,11,3,2,80,1,19,3,3,5,4,0,2
30,Não,Viajar_Raramente,317,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,548,3,Fêmea,43,1,2,Diretor de Manufatura,4,Solteiro,6091,24793,2,S,Não,20,4,3,80,0,11,2,3,5,4,0,2
60,Não,Viajar_Raramente,422,Pesquisa e Desenvolvimento,7,3,Ciências da Vida,1,549,1,Fêmea,41,3,5,Gerente,1,Casado,19566,3854,5,S,Não,11,3,4,80,0,33,5,1,29,8,11,10
46,Não,Viajar_Raramente,1485,Pesquisa e Desenvolvimento,18,3,Médico,1,550,3,Fêmea,87,3,2,Diretor de Manufatura,3,Divorciado,4810,26314,2,S,Não,14,3,3,80,1,19,5,2,10,7,0,8
42,Não,Viajar_Frequentemente,1368,Pesquisa e Desenvolvimento,28,4,Grau Técnico,1,551,4,Fêmea,88,2,2,Representante de saúde,4,Casado,4523,4386,0,S,Não,11,3,4,80,3,7,4,4,6,5,0,4
24,Sim,Viajar_Raramente,1448,Vendas,1,1,Grau Técnico,1,554,1,Fêmea,62,3,1,Representante de vendas,2,Solteiro,3202,21972,1,S,Sim,16,3,2,80,0,6,4,3,5,3,1,4
34,Sim,Viajar_Frequentemente,296,Vendas,6,2,Marketing,1,555,4,Fêmea,33,1,1,Representante de vendas,3,Divorciado,2351,12253,0,S,Não,16,3,4,80,1,3,3,2,2,2,1,0
38,Não,Viajar_Frequentemente,1490,Pesquisa e Desenvolvimento,2,2,Ciências da Vida,1,556,4,Macho,42,3,1,Técnico de Laboratório,4,Casado,1702,12106,1,S,Sim,23,4,3,80,1,1,3,3,1,0,0,0
40,Não,Viajar_Raramente,1398,Vendas,2,4,Ciências da Vida,1,558,3,Fêmea,79,3,5,Gerente,3,Casado,18041,13022,0,S,Não,14,3,4,80,0,21,2,3,20,15,1,12
26,Não,Viajar_Raramente,1349,Pesquisa e Desenvolvimento,23,3,Ciências da Vida,1,560,1,Fêmea,90,3,1,Cientista Pesquisador,4,Divorciado,2886,3032,1,S,Não,22,4,2,80,2,3,3,1,3,2,0,2
30,Não,Não viagem,1400,Pesquisa e Desenvolvimento,3,3,Ciências da Vida,1,562,3,Macho,53,3,1,Técnico de Laboratório,4,Casado,2097,16734,4,S,Não,15,3,3,80,1,9,3,1,5,3,1,4
29,Não,Viajar_Raramente,986,Pesquisa e Desenvolvimento,3,4,Médico,1,564,2,Macho,93,2,3,Diretor de Pesquisa,3,Casado,11935,21526,1,S,Não,18,3,3,80,0,10,2,3,10,2,0,7
29,Sim,Viajar_Raramente,408,Pesquisa e Desenvolvimento,25,5,Grau Técnico,1,565,3,Fêmea,71,2,1,Cientista Pesquisador,2,Casado,2546,18300,5,S,Não,16,3,2,80,0,6,2,4,2,2,1,1
19,Sim,Viajar_Raramente,489,Recursos Humanos,2,2,Grau Técnico,1,566,1,Macho,52,2,1,Recursos Humanos,4,Solteiro,2564,18437,1,S,Não,12,3,3,80,0,1,3,4,1,0,0,0
30,Não,Não viagem,1398,Vendas,22,4,Outro,1,567,3,Fêmea,69,3,3,Executivo de vendas,1,Casado,8412,2890,0,S,Não,11,3,3,80,0,10,3,3,9,8,7,8
57,Não,Viajar_Raramente,210,Vendas,29,3,Marketing,1,568,1,Macho,56,2,4,Gerente,4,Divorciado,14118,22102,3,S,Não,12,3,3,80,1,32,3,2,1,0,0,0
50,Não,Viajar_Raramente,1099,Pesquisa e Desenvolvimento,29,4,Ciências da Vida,1,569,2,Macho,88,2,4,Gerente,3,Casado,17046,9314,0,S,Não,15,3,2,80,1,28,2,3,27,10,15,7
30,Não,Não viagem,1116,Pesquisa e Desenvolvimento,2,3,Médico,1,571,3,Fêmea,49,3,1,Técnico de Laboratório,4,Solteiro,2564,7181,0,S,Não,14,3,3,80,0,12,2,2,11,7,6,7
60,Não,Viajar_Frequentemente,1499,Vendas,28,3,Marketing,1,573,3,Fêmea,80,2,3,Executivo de vendas,1,Casado,10266,2845,4,S,Não,19,3,4,80,0,22,5,4,18,13,13,11
47,Não,Viajar_Raramente,983,Pesquisa e Desenvolvimento,2,2,Médico,1,574,1,Fêmea,65,3,2,Diretor de Manufatura,4,Divorciado,5070,7389,5,S,Não,13,3,3,80,3,20,2,3,5,0,0,4
46,Não,Viajar_Raramente,1009,Pesquisa e Desenvolvimento,2,3,Ciências da Vida,1,575,1,Macho,51,3,4,Diretor de Pesquisa,3,Casado,17861,2288,6,S,Não,13,3,3,80,0,26,2,1,3,2,0,1
35,Não,Viajar_Raramente,144,Pesquisa e Desenvolvimento,22,3,Ciências da Vida,1,577,4,Macho,46,1,1,Técnico de Laboratório,3,Solteiro,4230,19225,0,S,Não,15,3,3,80,0,6,2,3,5,4,4,3
54,Não,Viajar_Raramente,548,Pesquisa e Desenvolvimento,8,4,Ciências da Vida,1,578,3,Fêmea,42,3,2,Técnico de Laboratório,3,Solteiro,3780,23428,7,S,Não,11,3,3,80,0,19,3,3,1,0,0,0
34,Não,Viajar_Raramente,1303,Pesquisa e Desenvolvimento,2,4,Ciências da Vida,1,579,4,Macho,62,2,1,Cientista Pesquisador,3,Divorciado,2768,8416,3,S,Não,12,3,3,80,1,14,3,3,7,3,5,7
46,Não,Viajar_Raramente,1125,Vendas,10,3,Marketing,1,580,3,Fêmea,94,2,3,Executivo de vendas,4,Casado,9071,11563,2,S,Sim,19,3,3,80,1,15,3,3,3,2,1,2
31,Não,Viajar_Raramente,1274,Pesquisa e Desenvolvimento,9,1,Ciências da Vida,1,581,3,Macho,33,3,3,Diretor de Manufatura,2,Divorciado,10648,14394,1,S,Não,25,4,4,80,1,13,6,4,13,8,0,8
33,Sim,Viajar_Raramente,1277,Pesquisa e Desenvolvimento,15,1,Médico,1,582,2,Macho,56,3,3,Gerente,3,Casado,13610,24619,7,S,Sim,12,3,4,80,0,15,2,4,7,6,7,7
33,Sim,Viajar_Raramente,587,Pesquisa e Desenvolvimento,10,1,Médico,1,584,1,Macho,38,1,1,Técnico de Laboratório,4,Divorciado,3408,6705,7,S,Não,13,3,1,80,3,8,2,3,4,3,1,3
30,Não,Viajar_Raramente,413,Vendas,7,1,Marketing,1,585,4,Macho,57,3,1,Representante de vendas,2,Solteiro,2983,18398,0,S,Não,14,3,1,80,0,4,3,3,3,2,1,2
35,Não,Viajar_Raramente,1276,Pesquisa e Desenvolvimento,16,3,Ciências da Vida,1,586,4,Macho,72,3,3,Representante de saúde,3,Casado,7632,14295,4,S,Sim,12,3,3,80,0,10,2,3,8,7,0,0
31,Sim,Viajar_Frequentemente,534,Pesquisa e Desenvolvimento,20,3,Ciências da Vida,1,587,1,Macho,66,3,3,Representante de saúde,3,Casado,9824,22908,3,S,Não,12,3,1,80,0,12,2,3,1,0,0,0
34,Sim,Viajar_Frequentemente,988,Recursos Humanos,23,3,Recursos Humanos,1,590,2,Fêmea,43,3,3,Recursos Humanos,1,Divorciado,9950,11533,9,S,Sim,15,3,3,80,3,11,2,3,3,2,0,2
42,Não,Viajar_Frequentemente,1474,Pesquisa e Desenvolvimento,5,2,Outro,1,591,2,Macho,97,3,1,Técnico de Laboratório,3,Casado,2093,9260,4,S,Não,17,3,4,80,1,8,4,3,2,2,2,0
36,Não,Não viagem,635,Vendas,10,4,Médico,1,592,2,Macho,32,3,3,Executivo de vendas,4,Solteiro,9980,15318,1,S,Não,14,3,4,80,0,10,3,2,10,3,9,7
22,Sim,Viajar_Frequentemente,1368,Pesquisa e Desenvolvimento,4,1,Grau Técnico,1,593,3,Macho,99,2,1,Técnico de Laboratório,3,Solteiro,3894,9129,5,S,Não,16,3,3,80,0,4,3,3,2,2,1,2
48,Não,Viajar_Raramente,163,Vendas,2,5,Marketing,1,595,2,Fêmea,37,3,2,Executivo de vendas,4,Casado,4051,19658,2,S,Não,14,3,1,80,1,14,2,3,9,7,6,7
55,Não,Viajar_Raramente,1117,Vendas,18,5,Ciências da Vida,1,597,1,Fêmea,83,3,4,Gerente,2,Solteiro,16835,9873,3,S,Não,23,4,4,80,0,37,2,3,10,9,7,7
41,Não,Não viagem,267,Vendas,10,2,Ciências da Vida,1,599,4,Macho,56,3,2,Executivo de vendas,4,Solteiro,6230,13430,7,S,Não,14,3,4,80,0,16,3,3,14,3,1,10
35,Não,Viajar_Raramente,619,Vendas,1,3,Marketing,1,600,2,Macho,85,3,2,Executivo de vendas,3,Casado,4717,18659,9,S,Não,11,3,3,80,0,15,2,3,11,9,6,9
40,Não,Viajar_Raramente,302,Pesquisa e Desenvolvimento,6,3,Ciências da Vida,1,601,2,Fêmea,75,3,4,Diretor de Manufatura,3,Solteiro,13237,20364,7,S,Não,15,3,3,80,0,22,3,3,20,6,5,13
39,Não,Viajar_Frequentemente,443,Pesquisa e Desenvolvimento,8,1,Ciências da Vida,1,602,3,Fêmea,48,3,1,Técnico de Laboratório,3,Casado,3755,17872,1,S,Não,11,3,1,80,1,8,3,3,8,3,0,7
31,Não,Viajar_Raramente,828,Vendas,2,1,Ciências da Vida,1,604,2,Macho,77,3,2,Executivo de vendas,4,Solteiro,6582,8346,4,S,Sim,13,3,3,80,0,10,2,4,6,5,0,5
42,Não,Viajar_Raramente,319,Pesquisa e Desenvolvimento,24,3,Médico,1,605,4,Macho,56,3,3,Diretor de Manufatura,1,Casado,7406,6950,1,S,Sim,21,4,4,80,1,10,5,2,10,9,5,8
45,Não,Viajar_Raramente,561,Vendas,2,3,Outro,1,606,4,Macho,61,3,2,Executivo de vendas,2,Casado,4805,16177,0,S,Não,19,3,2,80,1,9,3,4,8,7,3,7
26,Sim,Viajar_Frequentemente,426,Recursos Humanos,17,4,Ciências da Vida,1,608,2,Fêmea,58,3,1,Recursos Humanos,3,Divorciado,2741,22808,0,S,Sim,11,3,2,80,1,8,2,2,7,7,1,0
29,Não,Viajar_Raramente,232,Pesquisa e Desenvolvimento,19,3,Grau Técnico,1,611,4,Macho,34,3,2,Diretor de Manufatura,4,Divorciado,4262,22645,4,S,Não,12,3,2,80,2,8,2,4,3,2,1,2
33,Não,Viajar_Raramente,922,Pesquisa e Desenvolvimento,1,5,Médico,1,612,1,Fêmea,95,4,4,Diretor de Pesquisa,3,Divorciado,16184,22578,4,S,Não,19,3,3,80,1,10,2,3,6,1,0,5
31,Não,Viajar_Raramente,688,Vendas,7,3,Ciências da Vida,1,613,3,Macho,44,2,3,Gerente,4,Divorciado,11557,25291,9,S,Não,21,4,3,80,1,10,3,2,5,4,0,1
18,Sim,Viajar_Frequentemente,1306,Vendas,5,3,Marketing,1,614,2,Macho,69,3,1,Representante de vendas,2,Solteiro,1878,8059,1,S,Sim,14,3,4,80,0,0,3,3,0,0,0,0
40,Não,Não viagem,1094,Vendas,28,3,Outro,1,615,3,Macho,58,1,3,Executivo de vendas,1,Divorciado,10932,11373,3,S,Não,15,3,3,80,1,20,2,3,1,0,0,1
41,Não,Não viagem,509,Pesquisa e Desenvolvimento,2,4,Outro,1,616,1,Fêmea,62,2,2,Representante de saúde,3,Solteiro,6811,2112,2,S,Sim,17,3,1,80,0,10,3,3,8,7,0,7
26,Não,Viajar_Raramente,775,Vendas,29,2,Médico,1,618,1,Macho,45,3,2,Executivo de vendas,3,Divorciado,4306,4267,5,S,Não,12,3,1,80,2,8,5,3,0,0,0,0
35,Não,Viajar_Raramente,195,Vendas,1,3,Médico,1,620,1,Fêmea,80,3,2,Executivo de vendas,3,Solteiro,4859,6698,1,S,Não,16,3,4,80,0,5,3,3,5,4,0,3
34,Não,Viajar_Raramente,258,Vendas,21,4,Ciências da Vida,1,621,4,Macho,74,4,2,Executivo de vendas,4,Solteiro,5337,19921,1,S,Não,12,3,4,80,0,10,3,3,10,7,5,7
26,Sim,Viajar_Raramente,471,Pesquisa e Desenvolvimento,24,3,Grau Técnico,1,622,3,Macho,66,1,1,Técnico de Laboratório,4,Solteiro,2340,23213,1,S,Sim,18,3,2,80,0,1,3,1,1,0,0,0
37,Não,Viajar_Raramente,799,Pesquisa e Desenvolvimento,1,3,Grau Técnico,1,623,2,Fêmea,59,3,3,Diretor de Manufatura,4,Solteiro,7491,23848,4,S,Não,17,3,4,80,0,12,3,4,6,5,1,2
46,Não,Viajar_Frequentemente,1034,Pesquisa e Desenvolvimento,18,1,Médico,1,624,1,Fêmea,86,3,3,Representante de saúde,3,Casado,10527,8984,5,S,Não,11,3,4,80,0,28,3,2,2,2,1,2
41,Não,Viajar_Raramente,1276,Vendas,2,5,Ciências da Vida,1,625,2,Fêmea,91,3,4,Gerente,1,Casado,16595,5626,7,S,Não,16,3,2,80,1,22,2,3,18,16,11,8
37,Não,Não viagem,142,Vendas,9,4,Médico,1,626,1,Macho,69,3,3,Executivo de vendas,2,Divorciado,8834,24666,1,S,Não,13,3,4,80,1,9,6,3,9,5,7,7
52,Não,Viajar_Raramente,956,Pesquisa e Desenvolvimento,6,2,Grau Técnico,1,630,4,Macho,78,3,2,Cientista Pesquisador,1,Divorciado,5577,22087,3,S,Sim,12,3,2,80,2,18,3,3,10,9,6,9
32,Sim,Não viagem,1474,Vendas,11,4,Outro,1,631,4,Macho,60,4,2,Executivo de vendas,3,Casado,4707,23914,8,S,Não,12,3,4,80,0,6,2,3,4,2,1,2
24,Não,Viajar_Frequentemente,535,Vendas,24,3,Médico,1,632,4,Macho,38,3,1,Representante de vendas,4,Casado,2400,5530,0,S,Não,13,3,3,80,2,3,3,3,2,2,2,1
38,Não,Viajar_Raramente,1495,Pesquisa e Desenvolvimento,10,3,Médico,1,634,3,Fêmea,76,3,2,Representante de saúde,3,Casado,9824,22174,3,S,Não,19,3,3,80,1,18,4,3,1,0,0,0
37,Não,Viajar_Raramente,446,Pesquisa e Desenvolvimento,1,4,Ciências da Vida,1,635,2,Fêmea,65,3,2,Diretor de Manufatura,2,Casado,6447,15701,6,S,Não,12,3,2,80,1,8,2,2,6,5,4,3
49,Não,Viajar_Raramente,1245,Pesquisa e Desenvolvimento,18,4,Ciências da Vida,1,638,4,Macho,58,2,5,Diretor de Pesquisa,3,Divorciado,19502,2125,1,S,Sim,17,3,3,80,1,31,5,3,31,9,0,9
24,Não,Viajar_Raramente,691,Pesquisa e Desenvolvimento,23,3,Médico,1,639,2,Macho,89,4,1,Cientista Pesquisador,4,Casado,2725,21630,1,S,Sim,11,3,2,80,2,6,3,3,6,5,1,4
